ID,Name,Category,Path
gcp-asset-inventory,gcp-asset-inventory,gcp,gcp/gcp-asset-inventory.svg
gcp-assured-workloads,gcp-assured-workloads,gcp,gcp/gcp-assured-workloads.svg
gcp-automl-natural-language,gcp-automl-natural-language,gcp,gcp/gcp-automl-natural-language.svg
gcp-automl-tables,gcp-automl-tables,gcp,gcp/gcp-automl-tables.svg
gcp-automl-translation,gcp-automl-translation,gcp,gcp/gcp-automl-translation.svg
gcp-automl-video-intelligence,gcp-automl-video-intelligence,gcp,gcp/gcp-automl-video-intelligence.svg
gcp-automl-vision,gcp-automl-vision,gcp,gcp/gcp-automl-vision.svg
gcp-automl,gcp-automl,gcp,gcp/gcp-automl.svg
gcp-bare-metal-solutions,gcp-bare-metal-solutions,gcp,gcp/gcp-bare-metal-solutions.svg
gcp-batch,gcp-batch,gcp,gcp/gcp-batch.svg
gcp-beyondcorp,gcp-beyondcorp,gcp,gcp/gcp-beyondcorp.svg
gcp-bigquery,gcp-bigquery,gcp,gcp/gcp-bigquery.svg
gcp-bigtable,gcp-bigtable,gcp,gcp/gcp-bigtable.svg
gcp-billing,gcp-billing,gcp,gcp/gcp-billing.svg
gcp-binary-authorization,gcp-binary-authorization,gcp,gcp/gcp-binary-authorization.svg
gcp-catalog,gcp-catalog,gcp,gcp/gcp-catalog.svg
gcp-certificate-authority-service,gcp-certificate-authority-service,gcp,gcp/gcp-certificate-authority-service.svg
gcp-certificate-manager,gcp-certificate-manager,gcp,gcp/gcp-certificate-manager.svg
gcp-cloud-api-gateway,gcp-cloud-api-gateway,gcp,gcp/gcp-cloud-api-gateway.svg
gcp-cloud-apis,gcp-cloud-apis,gcp,gcp/gcp-cloud-apis.svg
gcp-cloud-armor,gcp-cloud-armor,gcp,gcp/gcp-cloud-armor.svg
gcp-cloud-asset-inventory,gcp-cloud-asset-inventory,gcp,gcp/gcp-cloud-asset-inventory.svg
gcp-cloud-audit-logs,gcp-cloud-audit-logs,gcp,gcp/gcp-cloud-audit-logs.svg
gcp-cloud-build,gcp-cloud-build,gcp,gcp/gcp-cloud-build.svg
gcp-cloud-cdn,gcp-cloud-cdn,gcp,gcp/gcp-cloud-cdn.svg
gcp-cloud-code,gcp-cloud-code,gcp,gcp/gcp-cloud-code.svg
gcp-cloud-composer,gcp-cloud-composer,gcp,gcp/gcp-cloud-composer.svg
gcp-cloud-data-fusion,gcp-cloud-data-fusion,gcp,gcp/gcp-cloud-data-fusion.svg
gcp-cloud-deploy,gcp-cloud-deploy,gcp,gcp/gcp-cloud-deploy.svg
gcp-cloud-deployment-manager,gcp-cloud-deployment-manager,gcp,gcp/gcp-cloud-deployment-manager.svg
gcp-cloud-dns,gcp-cloud-dns,gcp,gcp/gcp-cloud-dns.svg
gcp-cloud-domains,gcp-cloud-domains,gcp,gcp/gcp-cloud-domains.svg
gcp-cloud-ekm,gcp-cloud-ekm,gcp,gcp/gcp-cloud-ekm.svg
gcp-cloud-endpoints,gcp-cloud-endpoints,gcp,gcp/gcp-cloud-endpoints.svg
gcp-cloud-external-ip-addresses,gcp-cloud-external-ip-addresses,gcp,gcp/gcp-cloud-external-ip-addresses.svg
gcp-cloud-firewall-rules,gcp-cloud-firewall-rules,gcp,gcp/gcp-cloud-firewall-rules.svg
gcp-cloud-for-marketing,gcp-cloud-for-marketing,gcp,gcp/gcp-cloud-for-marketing.svg
gcp-cloud-functions,gcp-cloud-functions,gcp,gcp/gcp-cloud-functions.svg
gcp-cloud-generic,gcp-cloud-generic,gcp,gcp/gcp-cloud-generic.svg
gcp-cloud-gpu,gcp-cloud-gpu,gcp,gcp/gcp-cloud-gpu.svg
gcp-cloud-healthcare-api,gcp-cloud-healthcare-api,gcp,gcp/gcp-cloud-healthcare-api.svg
gcp-cloud-healthcare-marketplace,gcp-cloud-healthcare-marketplace,gcp,gcp/gcp-cloud-healthcare-marketplace.svg
gcp-cloud-hsm,gcp-cloud-hsm,gcp,gcp/gcp-cloud-hsm.svg
gcp-cloud-ids,gcp-cloud-ids,gcp,gcp/gcp-cloud-ids.svg
gcp-cloud-inference-api,gcp-cloud-inference-api,gcp,gcp/gcp-cloud-inference-api.svg
gcp-cloud-interconnect,gcp-cloud-interconnect,gcp,gcp/gcp-cloud-interconnect.svg
gcp-cloud-jobs-api,gcp-cloud-jobs-api,gcp,gcp/gcp-cloud-jobs-api.svg
gcp-cloud-load-balancing,gcp-cloud-load-balancing,gcp,gcp/gcp-cloud-load-balancing.svg
gcp-cloud-logging,gcp-cloud-logging,gcp,gcp/gcp-cloud-logging.svg
gcp-cloud-media-edge,gcp-cloud-media-edge,gcp,gcp/gcp-cloud-media-edge.svg
gcp-cloud-monitoring,gcp-cloud-monitoring,gcp,gcp/gcp-cloud-monitoring.svg
gcp-cloud-nat,gcp-cloud-nat,gcp,gcp/gcp-cloud-nat.svg
gcp-cloud-natural-language-api,gcp-cloud-natural-language-api,gcp,gcp/gcp-cloud-natural-language-api.svg
gcp-cloud-network,gcp-cloud-network,gcp,gcp/gcp-cloud-network.svg
gcp-cloud-ops,gcp-cloud-ops,gcp,gcp/gcp-cloud-ops.svg
gcp-cloud-optimization-ai---fleet-routing-api,gcp-cloud-optimization-ai---fleet-routing-api,gcp,gcp/gcp-cloud-optimization-ai---fleet-routing-api.svg
gcp-cloud-optimization-ai,gcp-cloud-optimization-ai,gcp,gcp/gcp-cloud-optimization-ai.svg
gcp-cloud-router,gcp-cloud-router,gcp,gcp/gcp-cloud-router.svg
gcp-cloud-routes,gcp-cloud-routes,gcp,gcp/gcp-cloud-routes.svg
gcp-cloud-run-for-anthos,gcp-cloud-run-for-anthos,gcp,gcp/gcp-cloud-run-for-anthos.svg
gcp-cloud-run,gcp-cloud-run,gcp,gcp/gcp-cloud-run.svg
gcp-cloud-scheduler,gcp-cloud-scheduler,gcp,gcp/gcp-cloud-scheduler.svg
gcp-cloud-security-scanner,gcp-cloud-security-scanner,gcp,gcp/gcp-cloud-security-scanner.svg
gcp-cloud-shell,gcp-cloud-shell,gcp,gcp/gcp-cloud-shell.svg
gcp-cloud-spanner,gcp-cloud-spanner,gcp,gcp/gcp-cloud-spanner.svg
gcp-cloud-sql,gcp-cloud-sql,gcp,gcp/gcp-cloud-sql.svg
gcp-cloud-storage,gcp-cloud-storage,gcp,gcp/gcp-cloud-storage.svg
gcp-cloud-tasks,gcp-cloud-tasks,gcp,gcp/gcp-cloud-tasks.svg
gcp-cloud-test-lab,gcp-cloud-test-lab,gcp,gcp/gcp-cloud-test-lab.svg
gcp-cloud-tpu,gcp-cloud-tpu,gcp,gcp/gcp-cloud-tpu.svg
gcp-cloud-translation-api,gcp-cloud-translation-api,gcp,gcp/gcp-cloud-translation-api.svg
gcp-cloud-vision-api,gcp-cloud-vision-api,gcp,gcp/gcp-cloud-vision-api.svg
gcp-cloud-vpn,gcp-cloud-vpn,gcp,gcp/gcp-cloud-vpn.svg
gcp-compute-engine,gcp-compute-engine,gcp,gcp/gcp-compute-engine.svg
gcp-configuration-management,gcp-configuration-management,gcp,gcp/gcp-configuration-management.svg
gcp-connectivity-test,gcp-connectivity-test,gcp,gcp/gcp-connectivity-test.svg
gcp-connectors,gcp-connectors,gcp,gcp/gcp-connectors.svg
gcp-contact-center-ai,gcp-contact-center-ai,gcp,gcp/gcp-contact-center-ai.svg
gcp-container-optimized-os,gcp-container-optimized-os,gcp,gcp/gcp-container-optimized-os.svg
gcp-container-registry,gcp-container-registry,gcp,gcp/gcp-container-registry.svg
gcp-data-catalog,gcp-data-catalog,gcp,gcp/gcp-data-catalog.svg
gcp-data-labeling,gcp-data-labeling,gcp,gcp/gcp-data-labeling.svg
gcp-data-layers,gcp-data-layers,gcp,gcp/gcp-data-layers.svg
gcp-data-loss-prevention-api,gcp-data-loss-prevention-api,gcp,gcp/gcp-data-loss-prevention-api.svg
gcp-data-qna,gcp-data-qna,gcp,gcp/gcp-data-qna.svg
gcp-data-studio,gcp-data-studio,gcp,gcp/gcp-data-studio.svg
gcp-data-transfer,gcp-data-transfer,gcp,gcp/gcp-data-transfer.svg
gcp-database-migration-service,gcp-database-migration-service,gcp,gcp/gcp-database-migration-service.svg
gcp-dataflow,gcp-dataflow,gcp,gcp/gcp-dataflow.svg
gcp-datalab,gcp-datalab,gcp,gcp/gcp-datalab.svg
gcp-dataplex,gcp-dataplex,gcp,gcp/gcp-dataplex.svg
gcp-datapol,gcp-datapol,gcp,gcp/gcp-datapol.svg
gcp-dataprep,gcp-dataprep,gcp,gcp/gcp-dataprep.svg
gcp-dataproc-metastore,gcp-dataproc-metastore,gcp,gcp/gcp-dataproc-metastore.svg
gcp-dataproc,gcp-dataproc,gcp,gcp/gcp-dataproc.svg
gcp-datashare,gcp-datashare,gcp,gcp/gcp-datashare.svg
gcp-datastore,gcp-datastore,gcp,gcp/gcp-datastore.svg
gcp-datastream,gcp-datastream,gcp,gcp/gcp-datastream.svg
gcp-debugger,gcp-debugger,gcp,gcp/gcp-debugger.svg
gcp-developer-portal,gcp-developer-portal,gcp,gcp/gcp-developer-portal.svg
gcp-dialogflow-cx,gcp-dialogflow-cx,gcp,gcp/gcp-dialogflow-cx.svg
gcp-dialogflow-insights,gcp-dialogflow-insights,gcp,gcp/gcp-dialogflow-insights.svg
gcp-dialogflow,gcp-dialogflow,gcp,gcp/gcp-dialogflow.svg
gcp-document-ai,gcp-document-ai,gcp,gcp/gcp-document-ai.svg
gcp-early-access-center,gcp-early-access-center,gcp,gcp/gcp-early-access-center.svg
gcp-error-reporting,gcp-error-reporting,gcp,gcp/gcp-error-reporting.svg
gcp-eventarc,gcp-eventarc,gcp,gcp/gcp-eventarc.svg
gcp-filestore,gcp-filestore,gcp,gcp/gcp-filestore.svg
gcp-financial-services-marketplace,gcp-financial-services-marketplace,gcp,gcp/gcp-financial-services-marketplace.svg
gcp-firestore,gcp-firestore,gcp,gcp/gcp-firestore.svg
gcp-fleet-engine,gcp-fleet-engine,gcp,gcp/gcp-fleet-engine.svg
gcp-free-trial,gcp-free-trial,gcp,gcp/gcp-free-trial.svg
gcp-game-servers,gcp-game-servers,gcp,gcp/gcp-game-servers.svg
gcp-gce-systems-management,gcp-gce-systems-management,gcp,gcp/gcp-gce-systems-management.svg
gcp-genomics,gcp-genomics,gcp,gcp/gcp-genomics.svg
gcp-gke-on-prem,gcp-gke-on-prem,gcp,gcp/gcp-gke-on-prem.svg
gcp-google-cloud-marketplace,gcp-google-cloud-marketplace,gcp,gcp/gcp-google-cloud-marketplace.svg
gcp-google-kubernetes-engine,gcp-google-kubernetes-engine,gcp,gcp/gcp-google-kubernetes-engine.svg
gcp-google-maps-platform,gcp-google-maps-platform,gcp,gcp/gcp-google-maps-platform.svg
gcp-healthcare-nlp-api,gcp-healthcare-nlp-api,gcp,gcp/gcp-healthcare-nlp-api.svg
gcp-home,gcp-home,gcp,gcp/gcp-home.svg
gcp-identity-and-access-management,gcp-identity-and-access-management,gcp,gcp/gcp-identity-and-access-management.svg
gcp-identity-aware-proxy,gcp-identity-aware-proxy,gcp,gcp/gcp-identity-aware-proxy.svg
gcp-identity-platform,gcp-identity-platform,gcp,gcp/gcp-identity-platform.svg
gcp-iot-core,gcp-iot-core,gcp,gcp/gcp-iot-core.svg
gcp-iot-edge,gcp-iot-edge,gcp,gcp/gcp-iot-edge.svg
gcp-key-access-justifications,gcp-key-access-justifications,gcp,gcp/gcp-key-access-justifications.svg
gcp-key-management-service,gcp-key-management-service,gcp,gcp/gcp-key-management-service.svg
gcp-kuberun,gcp-kuberun,gcp,gcp/gcp-kuberun.svg
gcp-launcher,gcp-launcher,gcp,gcp/gcp-launcher.svg
gcp-local-ssd,gcp-local-ssd,gcp,gcp/gcp-local-ssd.svg
gcp-looker,gcp-looker,gcp,gcp/gcp-looker.svg
gcp-managed-service-for-microsoft-active-directory,gcp-managed-service-for-microsoft-active-directory,gcp,gcp/gcp-managed-service-for-microsoft-active-directory.svg
gcp-media-translation-api,gcp-media-translation-api,gcp,gcp/gcp-media-translation-api.svg
gcp-memorystore,gcp-memorystore,gcp,gcp/gcp-memorystore.svg
gcp-migrate-for-anthos,gcp-migrate-for-anthos,gcp,gcp/gcp-migrate-for-anthos.svg
gcp-migrate-for-compute-engine,gcp-migrate-for-compute-engine,gcp,gcp/gcp-migrate-for-compute-engine.svg
gcp-my-cloud,gcp-my-cloud,gcp,gcp/gcp-my-cloud.svg
gcp-network-connectivity-center,gcp-network-connectivity-center,gcp,gcp/gcp-network-connectivity-center.svg
gcp-network-intelligence-center,gcp-network-intelligence-center,gcp,gcp/gcp-network-intelligence-center.svg
gcp-network-security,gcp-network-security,gcp,gcp/gcp-network-security.svg
gcp-network-tiers,gcp-network-tiers,gcp,gcp/gcp-network-tiers.svg
gcp-network-topology,gcp-network-topology,gcp,gcp/gcp-network-topology.svg
gcp-onboarding,gcp-onboarding,gcp,gcp/gcp-onboarding.svg
gcp-os-configuration-management,gcp-os-configuration-management,gcp,gcp/gcp-os-configuration-management.svg
gcp-os-inventory-management,gcp-os-inventory-management,gcp,gcp/gcp-os-inventory-management.svg
gcp-os-patch-management,gcp-os-patch-management,gcp,gcp/gcp-os-patch-management.svg
gcp-partner-interconnect,gcp-partner-interconnect,gcp,gcp/gcp-partner-interconnect.svg
gcp-partner-portal,gcp-partner-portal,gcp,gcp/gcp-partner-portal.svg
gcp-performance-dashboard,gcp-performance-dashboard,gcp,gcp/gcp-performance-dashboard.svg
gcp-permissions,gcp-permissions,gcp,gcp/gcp-permissions.svg
gcp-persistent-disk,gcp-persistent-disk,gcp,gcp/gcp-persistent-disk.svg
gcp-phishing-protection,gcp-phishing-protection,gcp,gcp/gcp-phishing-protection.svg
gcp-policy-analyzer,gcp-policy-analyzer,gcp,gcp/gcp-policy-analyzer.svg
gcp-premium-network-tier,gcp-premium-network-tier,gcp,gcp/gcp-premium-network-tier.svg
gcp-private-connectivity,gcp-private-connectivity,gcp,gcp/gcp-private-connectivity.svg
gcp-private-service-connect,gcp-private-service-connect,gcp,gcp/gcp-private-service-connect.svg
gcp-producer-portal,gcp-producer-portal,gcp,gcp/gcp-producer-portal.svg
gcp-profiler,gcp-profiler,gcp,gcp/gcp-profiler.svg
gcp-project,gcp-project,gcp,gcp/gcp-project.svg
gcp-pubsub,gcp-pubsub,gcp,gcp/gcp-pubsub.svg
gcp-quantum-engine,gcp-quantum-engine,gcp,gcp/gcp-quantum-engine.svg
gcp-quotas,gcp-quotas,gcp,gcp/gcp-quotas.svg
gcp-real-world-insights,gcp-real-world-insights,gcp,gcp/gcp-real-world-insights.svg
gcp-recommendations-ai,gcp-recommendations-ai,gcp,gcp/gcp-recommendations-ai.svg
gcp-release-notes,gcp-release-notes,gcp,gcp/gcp-release-notes.svg
gcp-retail-api,gcp-retail-api,gcp,gcp/gcp-retail-api.svg
gcp-risk-manager,gcp-risk-manager,gcp,gcp/gcp-risk-manager.svg
gcp-runtime-config,gcp-runtime-config,gcp,gcp/gcp-runtime-config.svg
gcp-secret-manager,gcp-secret-manager,gcp,gcp/gcp-secret-manager.svg
gcp-security-command-center,gcp-security-command-center,gcp,gcp/gcp-security-command-center.svg
gcp-security-health-advisor,gcp-security-health-advisor,gcp,gcp/gcp-security-health-advisor.svg
gcp-security-key-enforcement,gcp-security-key-enforcement,gcp,gcp/gcp-security-key-enforcement.svg
gcp-security,gcp-security,gcp,gcp/gcp-security.svg
gcp-service-discovery,gcp-service-discovery,gcp,gcp/gcp-service-discovery.svg
gcp-speech-to-text,gcp-speech-to-text,gcp,gcp/gcp-speech-to-text.svg
gcp-stackdriver,gcp-stackdriver,gcp,gcp/gcp-stackdriver.svg
gcp-standard-network-tier,gcp-standard-network-tier,gcp,gcp/gcp-standard-network-tier.svg
gcp-stream-suite,gcp-stream-suite,gcp,gcp/gcp-stream-suite.svg
gcp-support,gcp-support,gcp,gcp/gcp-support.svg
gcp-tensorflow-enterprise,gcp-tensorflow-enterprise,gcp,gcp/gcp-tensorflow-enterprise.svg
gcp-text-to-speech,gcp-text-to-speech,gcp,gcp/gcp-text-to-speech.svg
gcp-tools-for-powershell,gcp-tools-for-powershell,gcp,gcp/gcp-tools-for-powershell.svg
gcp-trace,gcp-trace,gcp,gcp/gcp-trace.svg
gcp-traffic-director,gcp-traffic-director,gcp,gcp/gcp-traffic-director.svg
gcp-transfer-appliance,gcp-transfer-appliance,gcp,gcp/gcp-transfer-appliance.svg
gcp-transfer,gcp-transfer,gcp,gcp/gcp-transfer.svg
gcp-user-preferences,gcp-user-preferences,gcp,gcp/gcp-user-preferences.svg
gcp-vertexai,gcp-vertexai,gcp,gcp/gcp-vertexai.svg
gcp-video-intelligence-api,gcp-video-intelligence-api,gcp,gcp/gcp-video-intelligence-api.svg
gcp-virtual-private-cloud,gcp-virtual-private-cloud,gcp,gcp/gcp-virtual-private-cloud.svg
gcp-visual-inspection,gcp-visual-inspection,gcp,gcp/gcp-visual-inspection.svg
gcp-vmware-engine,gcp-vmware-engine,gcp,gcp/gcp-vmware-engine.svg
gcp-web-risk,gcp-web-risk,gcp,gcp/gcp-web-risk.svg
gcp-web-security-scanner,gcp-web-security-scanner,gcp,gcp/gcp-web-security-scanner.svg
gcp-workflows,gcp-workflows,gcp,gcp/gcp-workflows.svg
gcp-workload-identity-pool,gcp-workload-identity-pool,gcp,gcp/gcp-workload-identity-pool.svg
_azure_,_azure_,azure,azure/_azure_.svg
azure-aad-licenses,azure-aad-licenses,azure,azure/azure-aad-licenses.svg
azure-abs-member,azure-abs-member,azure,azure/azure-abs-member.svg
azure-acs-solutions-builder,azure-acs-solutions-builder,azure,azure/azure-acs-solutions-builder.svg
azure-active-directory-connect-health,azure-active-directory-connect-health,azure,azure/azure-active-directory-connect-health.svg
azure-active-directory,azure-active-directory,azure,azure/azure-active-directory.svg
azure-activity-log,azure-activity-log,azure,azure/azure-activity-log.svg
azure-ad-b2c,azure-ad-b2c,azure,azure/azure-ad-b2c.svg
azure-ad-domain-services,azure-ad-domain-services,azure,azure/azure-ad-domain-services.svg
azure-ad-identity-protection,azure-ad-identity-protection,azure,azure/azure-ad-identity-protection.svg
azure-ad-privilege-identity-management,azure-ad-privilege-identity-management,azure,azure/azure-ad-privilege-identity-management.svg
azure-ad-roles-and-administrators,azure-ad-roles-and-administrators,azure,azure/azure-ad-roles-and-administrators.svg
azure-advisor,azure-advisor,azure,azure/azure-advisor.svg
azure-alerts,azure-alerts,azure,azure/azure-alerts.svg
azure-all-resources,azure-all-resources,azure,azure/azure-all-resources.svg
azure-analysis-services,azure-analysis-services,azure,azure/azure-analysis-services.svg
azure-api-connections,azure-api-connections,azure,azure/azure-api-connections.svg
azure-api-for-fhir,azure-api-for-fhir,azure,azure/azure-api-for-fhir.svg
azure-api-management-services,azure-api-management-services,azure,azure/azure-api-management-services.svg
azure-api-proxy,azure-api-proxy,azure,azure/azure-api-proxy.svg
azure-app-configuration,azure-app-configuration,azure,azure/azure-app-configuration.svg
azure-app-registrations,azure-app-registrations,azure,azure/azure-app-registrations.svg
azure-app-service-certificates,azure-app-service-certificates,azure,azure/azure-app-service-certificates.svg
azure-app-service-domains,azure-app-service-domains,azure,azure/azure-app-service-domains.svg
azure-app-service-environments,azure-app-service-environments,azure,azure/azure-app-service-environments.svg
azure-app-service-plans,azure-app-service-plans,azure,azure/azure-app-service-plans.svg
azure-app-services,azure-app-services,azure,azure/azure-app-services.svg
azure-applens,azure-applens,azure,azure/azure-applens.svg
azure-application-gateways,azure-application-gateways,azure,azure/azure-application-gateways.svg
azure-application-insights,azure-application-insights,azure,azure/azure-application-insights.svg
azure-application-security-groups,azure-application-security-groups,azure,azure/azure-application-security-groups.svg
azure-applied-ai,azure-applied-ai,azure,azure/azure-applied-ai.svg
azure-aquila,azure-aquila,azure,azure/azure-aquila.svg
azure-arc,azure-arc,azure,azure/azure-arc.svg
azure-automanaged-vm,azure-automanaged-vm,azure,azure/azure-automanaged-vm.svg
azure-automation-accounts,azure-automation-accounts,azure,azure/azure-automation-accounts.svg
azure-availability-sets,azure-availability-sets,azure,azure/azure-availability-sets.svg
azure-avs-vm,azure-avs-vm,azure,azure/azure-avs-vm.svg
azure-avs,azure-avs,azure,azure/azure-avs.svg
azure-azurite,azure-azurite,azure,azure/azure-azurite.svg
azure-backlog,azure-backlog,azure,azure/azure-backlog.svg
azure-backup-center,azure-backup-center,azure,azure/azure-backup-center.svg
azure-bare-metal-infrastructure,azure-bare-metal-infrastructure,azure,azure/azure-bare-metal-infrastructure.svg
azure-bastions,azure-bastions,azure,azure/azure-bastions.svg
azure-batch-accounts,azure-batch-accounts,azure,azure/azure-batch-accounts.svg
azure-batch-ai,azure-batch-ai,azure,azure/azure-batch-ai.svg
azure-biz-talk,azure-biz-talk,azure,azure/azure-biz-talk.svg
azure-blob-block,azure-blob-block,azure,azure/azure-blob-block.svg
azure-blob-page,azure-blob-page,azure,azure/azure-blob-page.svg
azure-blockchain-applications,azure-blockchain-applications,azure,azure/azure-blockchain-applications.svg
azure-blockchain-service,azure-blockchain-service,azure,azure/azure-blockchain-service.svg
azure-blueprints,azure-blueprints,azure,azure/azure-blueprints.svg
azure-bot-services,azure-bot-services,azure,azure/azure-bot-services.svg
azure-branch,azure-branch,azure,azure/azure-branch.svg
azure-browser,azure-browser,azure,azure/azure-browser.svg
azure-bug,azure-bug,azure,azure/azure-bug.svg
azure-builds,azure-builds,azure,azure/azure-builds.svg
azure-cache-redis,azure-cache-redis,azure,azure/azure-cache-redis.svg
azure-cache,azure-cache,azure,azure/azure-cache.svg
azure-capacity,azure-capacity,azure,azure/azure-capacity.svg
azure-cdn-profiles,azure-cdn-profiles,azure,azure/azure-cdn-profiles.svg
azure-ceres,azure-ceres,azure,azure/azure-ceres.svg
azure-chaos-studio,azure-chaos-studio,azure,azure/azure-chaos-studio.svg
azure-client-apps,azure-client-apps,azure,azure/azure-client-apps.svg
azure-cloud-services-classic,azure-cloud-services-classic,azure,azure/azure-cloud-services-classic.svg
azure-cloud-services-extended-support,azure-cloud-services-extended-support,azure,azure/azure-cloud-services-extended-support.svg
azure-cloud-shell,azure-cloud-shell,azure,azure/azure-cloud-shell.svg
azure-cloudtest,azure-cloudtest,azure,azure/azure-cloudtest.svg
azure-code,azure-code,azure,azure/azure-code.svg
azure-cognitive-services,azure-cognitive-services,azure,azure/azure-cognitive-services.svg
azure-collaborative-service,azure-collaborative-service,azure,azure/azure-collaborative-service.svg
azure-commit,azure-commit,azure,azure/azure-commit.svg
azure-communication-services,azure-communication-services,azure,azure/azure-communication-services.svg
azure-compliance-center,azure-compliance-center,azure,azure/azure-compliance-center.svg
azure-compliance,azure-compliance,azure,azure/azure-compliance.svg
azure-compute-galleries,azure-compute-galleries,azure,azure/azure-compute-galleries.svg
azure-conditional-access,azure-conditional-access,azure,azure/azure-conditional-access.svg
azure-confidential-ledger,azure-confidential-ledger,azure,azure/azure-confidential-ledger.svg
azure-connected-cache,azure-connected-cache,azure,azure/azure-connected-cache.svg
azure-connected-vehicle-platform,azure-connected-vehicle-platform,azure,azure/azure-connected-vehicle-platform.svg
azure-connections,azure-connections,azure,azure/azure-connections.svg
azure-consortium,azure-consortium,azure,azure/azure-consortium.svg
azure-container-app-environments,azure-container-app-environments,azure,azure/azure-container-app-environments.svg
azure-container-instances,azure-container-instances,azure,azure/azure-container-instances.svg
azure-container-registries,azure-container-registries,azure,azure/azure-container-registries.svg
azure-controls-horizontal,azure-controls-horizontal,azure,azure/azure-controls-horizontal.svg
azure-controls,azure-controls,azure,azure/azure-controls.svg
azure-cosmos-db,azure-cosmos-db,azure,azure/azure-cosmos-db.svg
azure-cost-alerts,azure-cost-alerts,azure,azure/azure-cost-alerts.svg
azure-cost-analysis,azure-cost-analysis,azure,azure/azure-cost-analysis.svg
azure-cost-budgets,azure-cost-budgets,azure,azure/azure-cost-budgets.svg
azure-cost-management-and-billing,azure-cost-management-and-billing,azure,azure/azure-cost-management-and-billing.svg
azure-cost-management,azure-cost-management,azure,azure/azure-cost-management.svg
azure-counter,azure-counter,azure,azure/azure-counter.svg
azure-cubes,azure-cubes,azure,azure/azure-cubes.svg
azure-custom-azure-ad-roles,azure-custom-azure-ad-roles,azure,azure/azure-custom-azure-ad-roles.svg
azure-custom-ip-prefix,azure-custom-ip-prefix,azure,azure/azure-custom-ip-prefix.svg
azure-customer-lockbox-for-microsoft-azure,azure-customer-lockbox-for-microsoft-azure,azure,azure/azure-customer-lockbox-for-microsoft-azure.svg
azure-dashboard-hub,azure-dashboard-hub,azure,azure/azure-dashboard-hub.svg
azure-dashboard,azure-dashboard,azure,azure/azure-dashboard.svg
azure-data-box-edge,azure-data-box-edge,azure,azure/azure-data-box-edge.svg
azure-data-box,azure-data-box,azure,azure/azure-data-box.svg
azure-data-catalog,azure-data-catalog,azure,azure/azure-data-catalog.svg
azure-data-explorer-clusters,azure-data-explorer-clusters,azure,azure/azure-data-explorer-clusters.svg
azure-data-factory,azure-data-factory,azure,azure/azure-data-factory.svg
azure-data-lake-analytics,azure-data-lake-analytics,azure,azure/azure-data-lake-analytics.svg
azure-data-lake-storage-gen1,azure-data-lake-storage-gen1,azure,azure/azure-data-lake-storage-gen1.svg
azure-data-lake-store-gen1,azure-data-lake-store-gen1,azure,azure/azure-data-lake-store-gen1.svg
azure-data-share-invitations,azure-data-share-invitations,azure,azure/azure-data-share-invitations.svg
azure-data-shares,azure-data-shares,azure,azure/azure-data-shares.svg
azure-database-mariadb-server,azure-database-mariadb-server,azure,azure/azure-database-mariadb-server.svg
azure-database-migration-services,azure-database-migration-services,azure,azure/azure-database-migration-services.svg
azure-database-mysql-server,azure-database-mysql-server,azure,azure/azure-database-mysql-server.svg
azure-database-postgresql-server-group,azure-database-postgresql-server-group,azure,azure/azure-database-postgresql-server-group.svg
azure-database-postgresql-server,azure-database-postgresql-server,azure,azure/azure-database-postgresql-server.svg
azure-databricks,azure-databricks,azure,azure/azure-databricks.svg
azure-ddos-protection-plans,azure-ddos-protection-plans,azure,azure/azure-ddos-protection-plans.svg
azure-dedicated-hsm,azure-dedicated-hsm,azure,azure/azure-dedicated-hsm.svg
azure-defender,azure-defender,azure,azure/azure-defender.svg
azure-detonation,azure-detonation,azure,azure/azure-detonation.svg
azure-dev-console,azure-dev-console,azure,azure/azure-dev-console.svg
azure-device-compliance,azure-device-compliance,azure,azure/azure-device-compliance.svg
azure-device-configuration,azure-device-configuration,azure,azure/azure-device-configuration.svg
azure-device-enrollment,azure-device-enrollment,azure,azure/azure-device-enrollment.svg
azure-device-provisioning-services,azure-device-provisioning-services,azure,azure/azure-device-provisioning-services.svg
azure-device-security-apple,azure-device-security-apple,azure,azure/azure-device-security-apple.svg
azure-device-security-google,azure-device-security-google,azure,azure/azure-device-security-google.svg
azure-device-security-windows,azure-device-security-windows,azure,azure/azure-device-security-windows.svg
azure-device-update-iot-hub,azure-device-update-iot-hub,azure,azure/azure-device-update-iot-hub.svg
azure-devices,azure-devices,azure,azure/azure-devices.svg
azure-devops,azure-devops,azure,azure/azure-devops.svg
azure-devtest-labs,azure-devtest-labs,azure,azure/azure-devtest-labs.svg
azure-diagnostics-settings,azure-diagnostics-settings,azure,azure/azure-diagnostics-settings.svg
azure-digital-twins,azure-digital-twins,azure,azure/azure-digital-twins.svg
azure-disk-encryption-sets,azure-disk-encryption-sets,azure,azure/azure-disk-encryption-sets.svg
azure-disk-pool,azure-disk-pool,azure,azure/azure-disk-pool.svg
azure-disks-classic,azure-disks-classic,azure,azure/azure-disks-classic.svg
azure-disks-snapshots,azure-disks-snapshots,azure,azure/azure-disks-snapshots.svg
azure-disks,azure-disks,azure,azure/azure-disks.svg
azure-dns-private-resolver,azure-dns-private-resolver,azure,azure/azure-dns-private-resolver.svg
